customer_id,email,signup_date,gender,region,loyalty_tier
C00422,steinmaria@martinez-dunlap.com,2024-09-09,Other,North,Silver
C00423,ycrawford@hotmail.com,2024-12-18,Male,East,Bronze
C00424,jason24@griffin-hernandez.org,2025-03-03,Other,West,Silver
C00425,victor87@miller.com,2024-12-15,Male,North,Bronze
C00426,crystalpham@mayo.com,2025-01-08,Male,East,Gold
C00427,roberta85@yahoo.com,2024-10-19,Unknown,South,Silver
C00428,floresjeffery@brown-frey.net,2024-11-21,Female,North,Gold
C00429,craigsandoval@ferguson-moody.com,2025-04-28,Female,Central,Bronze
C00430,lkelly@young.com,2025-06-25,Female,East,Gold
C00431,stacey92@vaughan.info,2025-02-01,Female,Central,Gold
C00432,tracydavis@gmail.com,2025-02-24,Female,North,Bronze
C00433,foxaaron@harris.com,2024-07-29,Female,Central,Silver
C00434,brendastark@mathis.com,2024-11-28,Male,West,Gold
C00435,rogersmarcus@gmail.com,2025-04-16,Male,Central,Silver
C00436,lbanks@hotmail.com,2025-02-09,Female,North,Gold
C00437,elizabetholsen@yahoo.com,2024-11-02,Other,West,Silver
C00438,gregorysmith@hotmail.com,2025-02-13,Other,Central,Gold
C00439,whitelucas@hotmail.com,2024-09-29,Other,North,Bronze
C00440,vtaylor@young.com,2025-03-10,Other,North,Gold
C00441,sean43@steele.com,2024-08-10,Female,South,Bronze
C00442,williamssamuel@costa-wilkerson.info,2025-06-13,Male,North,Bronze
C00443,amy17@hotmail.com,2025-03-15,Female,West,Silver
C00444,shannonlloyd@phillips.com,2024-08-15,Female,West,Gold
C00445,george62@jones.com,2025-02-21,Male,West,Silver
C00446,reynoldsdesiree@hotmail.com,2025-06-16,Other,West,Silver
C00447,brianrivera@gmail.com,2024-12-11,Female,Central,Silver
C00448,kenneth10@yahoo.com,2025-02-13,Female,South,Silver
C00449,briansmith@gmail.com,2024-10-28,Female,East,Silver
C00450,collinclark@hotmail.com,2024-10-27,Female,East,Gold
C00451,tanthony@ruiz-jacobson.com,2024-08-10,Female,North,Gold
C00452,nathanjames@gmail.com,2024-12-26,Female,West,Bronze
C00453,scott43@elliott-hernandez.com,2024-08-08,Male,West,Silver
C00454,larellano@gmail.com,2025-02-05,Female,South,Gold
C00455,acardenas@mcdaniel.com,2025-01-06,Male,South,Silver
C00456,fostermelissa@gmail.com,2025-01-16,Male,East,Bronze
C00457,averyshane@stanton.com,2024-07-22,Female,South,Gold
C00458,mcneilryan@hotmail.com,2024-09-01,Other,North,Gold
C00459,renee11@yahoo.com,2025-02-07,Female,North,Gold
C00460,melissa87@gmail.com,2025-05-07,Other,West,Gold
C00461,perryeddie@hotmail.com,2025-02-17,Female,South,Silver
C00462,hartcraig@dillon-beard.biz,2024-10-16,Other,West,Gold
C00463,earmstrong@gmail.com,2024-09-10,Other,West,Bronze
C00464,mthomas@hotmail.com,2025-04-01,Male,Central,Gold
C00465,fosternatasha@hotmail.com,2024-10-06,Female,Central,Gold
C00466,xmccall@morgan.com,2024-10-22,Male,North,Gold
C00467,comptonjeremy@yahoo.com,2025-04-20,Other,North,Gold
C00468,joseph69@hotmail.com,2024-08-09,Female,North,Gold
C00469,alewis@washington.com,2025-01-22,Female,North,Silver
C00470,Unknown,2024-07-17,Female,North,Silver
UNKNOWN_CUSTOMER,nancygonzalez@wright.com,2025-06-27,Male,Central,Silver
C00472,joshuacolon@hotmail.com,2024-12-07,Male,South,Silver
C00473,allentracy@thompson-harrell.org,2025-02-05,Male,North,Bronze
C00474,frank41@yahoo.com,2024-07-16,Female,East,Bronze
C00475,martinashley@gmail.com,2025-06-03,Female,North,Bronze
C00476,ericaadams@palmer-hancock.com,2025-01-06,Female,East,Bronze
C00477,carolynsmith@franklin-hahn.com,2024-12-17,Male,West,Bronze
C00478,stephen37@yahoo.com,2025-03-25,Female,South,Gold
C00479,smithyvonne@yahoo.com,2025-02-09,Male,South,Gold
C00480,gabrielle71@yahoo.com,2024-10-21,Other,Central,Silver
C00481,jose43@gmail.com,2025-01-22,Female,North,Gold
C00482,trujilloleah@powell.com,2025-03-17,Male,West,Gold
C00483,jordan66@yahoo.com,2025-04-18,Female,East,Gold
C00484,matthewreeves@nichols.com,2025-01-19,Male,North,Gold
C00485,marywalter@gmail.com,2024-10-28,Male,South,Bronze
C00486,qanderson@stokes.com,2025-03-17,Male,East,Gold
C00487,michaelgarner@fisher-eaton.com,2024-10-15,Female,North,Gold
C00488,eyork@gmail.com,2025-06-07,Male,North,Silver
C00489,gpreston@dillon.net,2024-10-29,Female,West,Bronze
C00490,pittsedward@gmail.com,2024-11-16,Male,North,Silver
C00491,tthomas@gmail.com,2025-05-04,Other,Central,Gold
C00492,lcook@walters-smith.com,2024-09-25,Male,Central,Gold
C00493,tracygallagher@anderson.biz,2024-12-09,Female,South,Gold
C00494,creyes@hotmail.com,2024-09-21,Female,North,Gold
C00495,mcclainkatherine@hotmail.com,2024-09-18,Male,Central,Gold
C00496,simsjohn@wiley.net,2025-02-19,Female,Central,Gold
C00497,cameronwilliams@yahoo.com,2024-12-30,Unknown,West,Gold
C00498,ibarron@yahoo.com,2025-06-21,Male,South,Silver
C00499,karen26@gmail.com,2024-10-02,Female,North,Gold
C00500,jasonjohnson@jackson.com,2024-11-28,Male,North,Gold
